latitude,longitude,ground_elevation_m,canopy_height_m,sensitivity,beam,granule,granule_time_start
-25.644949704929637,-57.04316456794321,5321.1143,18.320312,0.95874345,BEAM0011,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.64490746995038,-57.033617512565314,4570.977,0.0,14.342898,BEAM0010,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.644827851416647,-57.0308505122722,2635.9265,0.29858398,0.9224316,BEAM0010,GEDI02_A_2024193193707_O31606_01_T10769_02_004_03_V002.h5,2024-07-11T19:37:07.000Z
-25.6447768813585,-57.03537731567148,5319.9634,10.39502,0.9529361,BEAM0010,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.644709940271902,-57.031269110596334,7557.2188,0.0,4.270936,BEAM0001,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.64462889172129,-57.02159577166685,2753.2085,0.0,4.1553106,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.644558174539775,-57.04353673684289,5325.679,5.4589844,0.95303565,BEAM0011,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.644553058068972,-57.02251696279139,2565.9702,0.0,2.6356456,BEAM0011,GEDI02_A_2024193193707_O31606_01_T10769_02_004_03_V002.h5,2024-07-11T19:37:07.000Z
-25.64453782998275,-57.02243082553076,218.24924,0.0,3.1866608,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.644452745897503,-57.03186330597738,4652.041,0.59716797,0.912467,BEAM1000,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.64438197071379,-57.03575167302774,5331.8,7.777832,0.96773285,BEAM0010,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.644345916678706,-57.02235250918777,5371.102,0.0,34.081184,BEAM0000,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.644335416230653,-57.03988337025339,4796.6,0.0,2.3666337,BEAM1011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.644321168333203,-57.03164178127556,7557.1406,0.0,4.4500246,BEAM0001,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.644240914462085,-57.02196709912911,2753.4243,0.0,2.8634174,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.644148714916664,-57.022803061086314,217.69455,0.0,2.2976618,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.644129589716368,-57.0343593001234,4570.861,0.0,11.636442,BEAM0010,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.644123433683976,-57.03052184239896,5368.5527,0.0,2.7226186,BEAM0001,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.64395765397993,-57.042401823234144,4732.9297,0.0,2.1495795,BEAM0011,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.643860652417032,-57.024217255752355,7591.894,0.0,4.1713033,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.64385291092316,-57.02233882718067,2753.051,0.0,22.941214,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.64379670872458,-57.04427106741044,5294.587,19.03125,0.9342157,BEAM0011,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.64375984527933,-57.02317517234889,217.59517,0.0,3.6731913,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.64374062379976,-57.03473025767238,4570.572,0.0,2.8435595,BEAM0010,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.64372538879985,-57.030520376926034,2762.3464,0.0,2.4945302,BEAM0001,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.643595999940977,-57.02308212224798,5312.2695,1.3466797,0.9645613,BEAM0000,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.64359281775284,-57.03649986936865,5353.9673,16.82666,0.9274208,BEAM0010,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.643568419956715,-57.04275941380799,4750.638,0.0,2.6294477,BEAM0011,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.643543532832858,-57.03238715251125,7556.7646,0.0,2.9568982,BEAM0001,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.64352781844755,-57.040651953400356,4749.5146,0.59716797,0.9260176,BEAM1011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.643471564831586,-57.024590014190736,7591.476,0.0,1.7867218,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.643464963331912,-57.02270988531785,2753.6414,0.0,8.971909,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.64340510668006,-57.037494128187326,1996.9688,0.0,1.4409676,BEAM0010,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.643402084452532,-57.044644762527234,5304.7266,17.273926,0.98130435,BEAM0011,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.643371467287754,-57.023546994801116,218.40714,0.0,2.8335602,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.643351642398837,-57.03510066401648,4571.0073,0.0,10.885216,BEAM0010,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.643337518249574,-57.030891737553766,2762.2917,0.0,1.6509368,BEAM0001,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.643301121958533,-57.03296889685658,4671.6226,1.15625,0.92341316,BEAM1000,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.64320666503001,-57.03686975150712,5348.84,24.753906,0.9821157,BEAM0010,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.643205512655484,-57.023454748930774,5315.9927,23.304688,0.9463348,BEAM0000,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.643146940366936,-57.021519313741656,4719.437,0.0,3.1307511,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.64310775770531,-57.041049371820776,4701.042,18.433594,0.9499117,BEAM1011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.643082606210836,-57.02496271771879,7591.3022,0.0,2.8992965,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.642974151464674,-57.03162722340467,5332.5527,4.8999023,0.94078916,BEAM0001,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.642949663819554,-57.03126291245575,2762.4897,0.0,2.4049296,BEAM0001,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.642790978107,-57.04351041390431,4732.837,0.0,1.7348584,BEAM0011,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.64269371945505,-57.025335400974186,7591.264,0.0,2.1882885,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.642688973355487,-57.023453416231135,2752.7432,0.0,8.487072,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.64259384229999,-57.02429135296143,218.44487,0.0,19.944592,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.64257033783575,-57.032005663672734,5363.4624,1.1972656,0.95699996,BEAM0001,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.642561786050493,-57.03163459545105,2761.9412,0.0,4.674421,BEAM0001,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.642523433322665,-57.03371369900532,4670.043,11.790527,0.9436075,BEAM1000,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.642510157684075,-57.02864044079913,2597.112,0.0,3.1734219,BEAM0010,GEDI02_A_2024193193707_O31606_01_T10769_02_004_03_V002.h5,2024-07-11T19:37:07.000Z
-25.642412613453608,-57.024205891549116,5348.802,2.7304688,0.95632255,BEAM0000,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.64240210905313,-57.04388006573241,4732.586,0.0,3.4585986,BEAM0011,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.64230101550366,-57.02382479097958,2752.8467,0.0,16.636854,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.642192428852127,-57.032371653211875,5340.8247,16.270996,0.9493202,BEAM0001,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.642184194467852,-57.03611279805802,4719.7246,0.0,3.4205709,BEAM0010,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.64217396821199,-57.03200599658102,2761.7207,0.0,2.9026036,BEAM0001,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.642126308858206,-57.034092574133986,4656.9604,25.745117,0.9522362,BEAM1000,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.642120789859998,-57.028268861086325,2596.641,0.0,2.3022878,BEAM0010,GEDI02_A_2024193193707_O31606_01_T10769_02_004_03_V002.h5,2024-07-11T19:37:07.000Z
-25.641820599145365,-57.03439975685165,4780.0806,0.0,3.7824848,BEAM1000,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.64180532295624,-57.03274208668815,5337.2524,10.99707,0.9245399,BEAM0001,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.641786208002927,-57.03237711735899,2761.8262,0.0,3.8128037,BEAM0001,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.641634771764615,-57.02494912839756,5349.2236,0.8979492,0.9464329,BEAM0000,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.641624390428895,-57.04461921397105,4732.341,0.0,2.6797767,BEAM0011,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.64159955654025,-57.03425019749317,7555.7544,0.0,1.5182129,BEAM0001,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.641581648717384,-57.015039165852926,4839.435,0.0,5.063662,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.641571233406818,-57.02302028496746,4682.762,10.975098,0.92985183,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.641427005530204,-57.025408496195794,217.83295,0.0,2.683142,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.641341690519543,-57.02752529882561,2596.6135,0.0,8.566075,BEAM0010,GEDI02_A_2024193193707_O31606_01_T10769_02_004_03_V002.h5,2024-07-11T19:37:07.000Z
-25.641210971658776,-57.03462258947946,7555.903,0.0,2.822091,BEAM0001,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.641182203956607,-57.03916113673627,207.9618,0.0,4.003645,BEAM0010,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.64113816479548,-57.0268262369496,7590.3926,0.0,4.76657,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.641137141177204,-57.024939351709214,2752.458,0.0,17.496256,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.64103786765685,-57.025781100521,217.29868,0.0,5.468477,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.64101719537369,-57.037223937381846,4719.371,0.0,2.3668983,BEAM0010,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.641010659165758,-57.03311952286625,2761.7673,0.0,3.9745777,BEAM0001,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.640895106607772,-57.03908551672845,5306.675,11.254883,0.93616414,BEAM0010,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.640885056135538,-57.0256778383737,5289.3535,0.8227539,0.96103054,BEAM0000,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.640749474417078,-57.0271988448504,7590.5254,0.0,19.35855,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.640749181583267,-57.02531104367922,2752.0552,0.0,3.276777,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.640657849322523,-57.03384689220393,5298.2,3.7402344,0.93614864,BEAM0001,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.640649210738058,-57.02615342885506,217.66605,0.0,2.5434382,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.64062820827151,-57.03759423890632,4719.091,0.0,1.9625949,BEAM0010,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.640622863895814,-57.03349084939039,2761.5427,0.0,6.50765,BEAM0001,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.640563029819592,-57.02678215412137,2596.1187,0.0,2.247912,BEAM0010,GEDI02_A_2024193193707_O31606_01_T10769_02_004_03_V002.h5,2024-07-11T19:37:07.000Z
-25.640361273270084,-57.02568215054387,2752.4883,0.0,2.266157,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.64036054709704,-57.027571617977266,7590.2124,0.0,1.9029299,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.64023505528181,-57.03386215401724,2761.3406,0.0,17.923874,BEAM0001,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.640118497472926,-57.039826861081856,5303.938,2.7670898,0.9243112,BEAM0010,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.639971928890343,-57.02794418546492,7590.46,0.0,3.1213264,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.639880579442522,-57.01805792956202,2563.3425,0.0,30.898148,BEAM0011,GEDI02_A_2024193193707_O31606_01_T10769_02_004_03_V002.h5,2024-07-11T19:37:07.000Z
-25.639850264577166,-57.0383343307635,4718.8574,0.0,2.9953372,BEAM0010,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.639847232193436,-57.03423341609973,2761.1912,0.0,4.524489,BEAM0001,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.639814801745185,-57.04490800609872,1137.8368,72.77368,0.99123305,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.63969549383297,-57.02680361368304,5338.288,0.18701172,0.9198024,BEAM0000,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.63965627875854,-57.03611211466759,7555.699,0.0,5.335199,BEAM0001,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.639626263365948,-57.024877334564216,4674.206,15.939941,0.9340184,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.63958541165803,-57.02642519508884,2752.1086,0.0,1.9836018,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.639468081553737,-57.03497240232905,5347.1978,0.07470703,0.9353899,BEAM0001,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.639461308586053,-57.03870381798394,4719.3755,0.0,3.6643472,BEAM0010,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.63945939438076,-57.03460459829541,2761.1475,0.0,5.3184037,BEAM0001,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.639421969166015,-57.04453411348748,1143.2606,72.13855,0.9883083,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.639415280031965,-57.03669028703776,4668.3677,1.7910156,0.9390088,BEAM1000,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.639358181815606,-57.02562883874679,2665.4343,0.7841797,0.9207235,BEAM0010,GEDI02_A_2024193193707_O31606_01_T10769_02_004_03_V002.h5,2024-07-11T19:37:07.000Z
-25.63932971089037,-57.0405741233898,5324.3857,11.815918,0.97760195,BEAM0010,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.639288077790848,-57.044713145517946,4796.0015,0.0,2.2965767,BEAM1011,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.639252047280554,-57.017268774574404,4838.9897,0.0,1.8547288,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.63923782851843,-57.041019546806744,206.00325,0.0,4.864746,BEAM0010,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.63903615941942,-57.03705491088906,4682.19,15.223145,0.9299589,BEAM1000,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.63901656028093,-57.04415308273418,1168.6359,46.32434,0.98400044,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
-25.638944039944633,-57.04094346985624,5317.909,15.518066,0.9480304,BEAM0010,GEDI02_A_2021088044333_O12988_04_T07075_02_003_02_V002.h5,2021-03-29T04:43:33.000Z
-25.63887860940489,-57.03685690758466,7554.9404,0.0,2.626677,BEAM0001,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.638863996079994,-57.01764007616987,4839.1904,0.0,5.669501,BEAM0101,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.638849482171217,-57.02561892398696,4672.306,24.302246,0.9572989,BEAM0110,GEDI02_A_2024244132446_O32393_04_T04229_02_004_04_V002.h5,2024-08-31T13:24:46.000Z
-25.638809577656566,-57.02716823793186,2751.6729,0.0,4.354242,BEAM0000,GEDI02_A_2021354191807_O17120_04_T07075_02_003_02_V002.h5,2021-12-20T19:18:07.000Z
-25.638805444899997,-57.029062301121506,7589.964,0.0,1.8815404,BEAM0000,GEDI02_A_2025156231012_O36711_04_T07075_02_004_02_V002.h5,2025-06-05T23:10:12.000Z
-25.6386228062504,-57.043778677013115,1175.5569,33.996094,0.9810008,BEAM1011,GEDI02_A_2022222092210_O20727_01_T09193_02_003_02_V002.h5,2022-08-10T09:22:10.000Z
